137|Abrepalabra 03/07/19|http://audios.oceanofm.com/programas/Abrepalabra/19-07-03completo.mp3|Programa completo emitido el d{ia tres de julio de 2019.|2019.07.03-00:00:00|False||96671350|38
138|Capítulo II de “vacaciones de julio puertas adentro” |https://cdn.espectador.com/810mp3/2228.mp3|Migue Dobrich te recomienda películas  para disfrutar en familia en este receso invernal. Encontrá estas joyitas de los años 80 y 90 a un clic de distancia.|2019.07.04-12:00:00|True|2228.mp3|20924160|44
139|Clarence Avant: El Padrino Negro |https://cdn.espectador.com/810mp3/2096.mp3|Migue Dobrich nos cuenta sobre el documental  que habla padrino de la música. Netflix rescata la historia de Clarence Avant, un genio de los negocios que ayudó a los personajes más influyentes y poderosos de los Estados Unidos como Michael Jackson, Barack Obama y Bill Clinton.|2019.06.27-12:00:00|False||0|44
140|Las voces de Svetlana Alexiévich |https://cdn.espectador.com/810mp3/2224.mp3|Maxi Guerra nos habla de una autora que buscó en Chernobyl, la Segunda Guerra Mundial y el fin de la URSS algo distinto: qué cambiaba en la vida interior de las personas.|2019.07.04-12:00:00|True|2224.mp3|18992640|48
141|Letizia Battaglia, la mujer que fotografió a la mafia |https://cdn.espectador.com/810mp3/2036.mp3|Maxi Guerra repasa vida y obra de la fotógrafa que retrató los años más terribles de la Cosa Nostra|2019.06.25-12:00:00|False||0|48
142|Nick Cave responde |https://cdn.espectador.com/810mp3/2011.mp3|“Red hand files”, una plataforma de conversación entre el músico y sus fanáticos, es una forma única de abordar el duelo, la creatividad, el fracaso y la religión.|2019.06.24-12:00:00|False||0|48
143|Ernesto el votante|https://audios.oceanofm.com/programas/DeArribaunRayo/19-07-01ernesto.mp3|El Robot que vino a estudiar nuestro mundo quiso conocer las mieles del sufragio, y se acercó a un circuito para vivir la experiencia como uno de nosotros.|2019.07.01-12:00:00|True|19-07-01ernesto.mp3|11213639|36
144|Ernesto el basquetbolista|https://audios.oceanofm.com/programas/DeArribaunRayo/19-06-06ernesto.mp3|Entre las finales de la NBA y de la Liga Uruguaya de la Liga Uruguaya de Básquetbol y el robot japonés que encesta como un campeón, teníamos que preguntar a Ernesto qué tal exprime la naranja.|2019.06.06-12:00:00|True|19-06-06ernesto.mp3|19009309|36
145|Ernesto: el robot de los 1000 gestos|https://audios.oceanofm.com/programas/DeArribaunRayo/19-05-21ernesto.mp3|La inexpresividad puede jugar una mala pasada a cualquier ser extraterrestre que intente convivir pasando desapercibido en nuestro planeta. Charlamos con Ernesto, un experto en la materia.|2019.01.01-12:00:00|False||0|36
146|Ernesto el enfermero|https://audios.oceanofm.com/programas/DeArribaunRayo/19-05-16ernesto.mp3|Un robot que ayuda a los ancianos no puede ser competencia para nuestro querido Ernesto, que puede dejar de lado la invasión (al menos por un rato) para dedicarse a que nadie le haga sobra.|2019.05.16-12:00:00|False||0|36
